TP9,AF7,AF8,TP10
-13.184,31.738,100.586,-47.852
-14.648,34.668,139.16,-27.832
-10.742,42.48,88.867,-28.32
-7.324,44.434,38.574,-49.316
-7.324,38.086,-7.812,-69.336
-4.395,38.086,88.867,-58.105
-3.418,36.133,187.012,-32.715
-4.395,30.762,66.406,-21.484
-9.277,32.715,4.395,-40.527
-10.254,28.32,64.453,-61.523
-8.789,21.973,79.59,-55.664
-7.812,26.367,139.16,-41.016
-4.883,32.715,65.918,-35.156
-8.789,33.203,4.883,-42.48
-13.184,34.18,68.848,-54.688
-9.766,32.715,85.449,-49.316
-4.395,35.645,131.348,-33.691
-3.418,39.551,103.027,-23.438
-2.93,36.621,10.742,-33.203
-2.441,34.18,64.941,-56.152
1.953,34.18,93.262,-56.641
4.883,33.203,130.371,-41.992
3.418,30.273,96.68,-39.551
3.906,33.691,17.09,-41.504
-3.418,34.18,34.668,-51.27
-8.301,35.645,41.992,-54.688
-5.859,38.086,100.098,-35.645
-3.418,34.18,98.633,-23.438
-4.883,31.25,9.766,-31.25
-12.695,31.738,4.395,-50.293
-14.648,33.691,70.312,-59.57
-5.371,37.598,130.371,-46.875
-7.324,38.574,135.742,-33.203
-8.301,41.016,-4.395,-39.551
-5.371,40.039,-19.531,-51.27
